show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,description,plataforma,age_category,imdbRating
s834,TV Show,Disney Legend of the Three Caballeros,Desconocido,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2019-11-12,2017,TV-G,1 Season,"Action-Adventure, Animation, Comedy","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.",disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Legend%20of%20the%20Three%20Caballeros
s835,TV Show,Disney Mickey Mouse Clubhouse,Desconocido,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",2019-11-12,2005,TV-Y,5 Seasons,"Animation, Kids",Mickey leads kids on an interactive adventure of learning.,disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Mickey%20Mouse%20Clubhouse
s836,TV Show,Disney Milo Murphy's Law,Desconocido,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",2019-11-12,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy","Around Milo, anything that can go wrong, will.",disney,Para niños mayores,No se encontró información para: Disney%20Milo%20Murphy's%20Law
s837,TV Show,Disney Minnie's Bow-Toons (Shorts),Desconocido,No Disponible,2019-11-12,2011,TV-Y,3 Seasons,"Animation, Kids",Minnie Mouse teams up with Daisy to open up Minnieâs Bow-tique.,disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Minnie's%20Bow-Toons%20(Shorts)
s838,TV Show,Disney Stuck In The Middle,Desconocido,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",2019-11-12,2015,TV-PG,3 Seasons,"Comedy, Coming of Age, Family",Harley is stuck in the middle of a family with 7 kids!,disney,Para niños mayores,No se encontró información para: Disney%20Stuck%20In%20The%20Middle
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),Desconocido,No Disponible,2019-11-12,2010,TV-G,1 Season,"Animation, Kids, Parody",Real-life celebrities are interviewed by Phineas and Ferb.,disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Take%20Two%20With%20Phineas%20And%20Ferb%20(Shorts)
s840,TV Show,Disney Tangled: The Series - Short Cuts,Desconocido,No Disponible,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Get to know the colorful residents of Corona.,disney,Para niños mayores,No se encontró información para: Disney%20Tangled:%20The%20Series%20-%20Short%20Cuts
s842,TV Show,Disney's Adventures Of The Gummi Bears,Desconocido,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",2019-11-12,1985,TV-Y7,6 Seasons,"Action-Adventure, Animation, Fantasy",The magical Gummi Bears discover their rich history.,disney,Para niños mayores,No se encontró información para: Disney's%20Adventures%20Of%20The%20Gummi%20Bears
s843,TV Show,Disney's Doug,Desconocido,"Connie Shulman, Doug Preis, Alice Playten, Chris Phillips, Fred Newman, Thomas McHugh",2019-11-12,1996,TV-Y7,3 Seasons,"Animation, Comedy, Coming of Age","Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.",disney,Para niños mayores,6.6
s846,TV Show,Disney's Hercules: The Animated Series,Desconocido,"Tate Donovan, Sandra Bernhard, Robert Costanzo, Matt Frewer, Bobcat Goldthwait, French Stewart",2019-11-12,1998,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Follow Herc's many labors during the years he spent training on how to be a hero.,disney,Para niños mayores,No se encontró información para: Disney's%20Hercules:%20The%20Animated%20Series
s847,TV Show,Disney's Kim Possible,Desconocido,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2019-11-12,2001,TV-G,4 Seasons,"Action-Adventure, Animation, Comedy","Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.",disney,Para todas las edades / niños pequeños,No se encontró información para: Disney's%20Kim%20Possible
s848,TV Show,Disney's Little Einsteins,Desconocido,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2019-11-12,2005,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",This innovative new series provides preschoolers with new ways to hear and see music and art.,disney,Para todas las edades / niños pequeños,No se encontró información para: Disney's%20Little%20Einsteins
s849,TV Show,Disney's Mighty Ducks,Desconocido,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",2019-11-12,1996,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.,disney,Para niños mayores,No se encontró información para: Disney's%20Mighty%20Ducks
s850,TV Show,Disney's Recess,Desconocido,"Rickey Collins, Jason Davis, Ashley Johnson, Ross Malinger, Courtland Mead, Pamela Segall",2019-11-12,1997,TV-Y7,3 Seasons,"Animation, Comedy, Kids",A portrayal of life at Third Street Elementary School.,disney,Para niños mayores,No se encontró información para: Disney's%20Recess
s851,TV Show,Disney's The Emperor's New School,Desconocido,"Shane Baumel, Jessica DiCicco, Wendie Malick, Fred Tatasciore, Jeff Bennett, Jessie Flower",2019-11-12,2005,TV-G,2 Seasons,"Animation, Comedy, Coming of Age","Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.",disney,Para todas las edades / niños pequeños,No se encontró información para: Disney's%20The%20Emperor's%20New%20School
s853,TV Show,Disney's The Little Mermaid (Series),Desconocido,"Jodi Benson, Samuel Wright, Ken Mars, Edan Gross",2019-11-12,1992,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.",disney,Para niños mayores,No se encontró información para: Disney's%20The%20Little%20Mermaid%20(Series)
s862,TV Show,Dog Whisperer with Cesar Millan,Desconocido,Cesar Millan,2019-11-12,2004,TV-G,6 Seasons,"Animals & Nature, Docuseries, Family",World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.,disney,Para todas las edades / niños pequeños,7.9
s868,TV Show,"Dr. T, Lone Star Vet",Desconocido,Dr. Lauren Thielen,2019-11-12,2019,TV-PG,1 Season,"Docuseries, Family, Medical","Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.",disney,Para niños mayores,8.1
s877,TV Show,Elena of Avalor (Shorts),Desconocido,"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",2019-11-12,2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Fantasy",Elena travels to Vallestrella and trains with Zuzo!,disney,Para todas las edades / niños pequeños,No se encontró información para: Elena%20of%20Avalor%20(Shorts)
s880,TV Show,Encore!,Desconocido,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",2019-11-12,2019,TV-14,1 Season,"Music, Reality",Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.,disney,Para adolescentes,7.5
s882,TV Show,Even Stevens,Desconocido,"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow",2019-11-12,2000,TV-PG,3 Seasons,"Comedy, Coming of Age, Kids","Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family.",disney,Para niños mayores,7.6
s886,TV Show,Fantastic Four (Series),Desconocido,"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas",2019-11-12,1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four.",disney,Para niños mayores,No se encontró información para: Fantastic%20Four%20(Series)
s887,TV Show,Fantastic Four: World's Greatest Heroes,Desconocido,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2019-11-12,2007,TV-Y7,1 Season,"Action-Adventure, Animation, Kids","Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes.",disney,Para niños mayores,6.7
s908,TV Show,Gargoyles,Desconocido,"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes",2019-11-12,1994,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy","In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle.",disney,Para niños mayores,8.0
s915,TV Show,Girl Meets World,Desconocido,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel",2019-11-12,2013,TV-G,3 Seasons,"Comedy, Coming of Age, Family",Riley and Maya traverse the twists of teenage years.,disney,Para todas las edades / niños pequeños,7.1
s918,TV Show,Good Luck Charlie,Desconocido,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley",2019-11-12,2009,TV-G,4 Seasons,"Comedy, Coming of Age, Family",The Duncans are a typical family whose lives are turned topsy-turvy with the arrival of Charlie,disney,Para todas las edades / niños pequeños,7.1
s920,TV Show,Goof Troop,Desconocido,"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer",2019-11-12,1992,TV-Y7,1 Season,"Animation, Comedy, Kids","Goofy is a single father raising his son, Max in Spoonerville.",disney,Para niños mayores,6.8
s924,TV Show,Great Migrations,Desconocido,Alec Baldwin,2019-11-12,2010,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival",An intimate and unprecedented view of animal migrations across the globe.,disney,Para niños mayores,8.0
s930,TV Show,Handy Manny,Desconocido,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie",2019-11-12,2006,TV-Y,3 Seasons,"Animation, Kids","Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood.",disney,Para todas las edades / niños pequeños,5.6
s931,TV Show,Hannah Montana,Desconocido,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",2019-11-12,2005,TV-G,4 Seasons,"Comedy, Coming of Age, Kids",Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart.,disney,Para todas las edades / niños pequeños,5.4
s944,TV Show,High School Musical: The Musical: The Series,Desconocido,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",2019-11-12,2019,TV-PG,2 Seasons,"Comedy, Coming of Age, Drama","For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!",disney,Para niños mayores,7.1
s951,TV Show,Hostile Planet,Desconocido,Bear Grylls,2019-11-12,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival",Hostile Planet reveals the animal kingdomâs epic stories of survival in extreme environments.,disney,Para niños mayores,8.3
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,Desconocido,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",2019-11-12,2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Hulk and friends battle against evil.,disney,Para niños mayores,6.1
s969,TV Show,Iron Man (Series),Desconocido,"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick",2019-11-12,1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.,disney,Para niños mayores,No se encontró información para: Iron%20Man%20(Series)
s970,TV Show,Iron Man Armored Adventures,Desconocido,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2019-11-12,2008,TV-G,2 Seasons,"Action-Adventure, Animation, Coming of Age","After a tragic accident robs Tony of his father, he uses his new invincible armor to protect others.",disney,Para todas las edades / niños pequeños,6.5
s976,TV Show,Jessie,Desconocido,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin",2019-11-12,2011,TV-PG,4 Seasons,"Comedy, Coming of Age, Family","A small-town girl becomes a nanny for a quirky, rich family.",disney,Para niños mayores,6.1
s988,TV Show,Kickin' It,Desconocido,"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles",2019-11-12,2010,TV-PG,4 Seasons,"Action-Adventure, Comedy, Coming of Age",The series will follow the crew of lovable misfits.,disney,Para niños mayores,4.6
s993,TV Show,Kingdom of the White Wolf,Desconocido,Jenny Jules,2019-11-12,2019,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries","In the remote, majestic landcape of the high Arctic, a photographer seeks the legendary white wolf.",disney,Para niños mayores,7.9
s998,TV Show,Lab Rats,Desconocido,"Billy Unger, Spencer Boldman, Kelli Berglund, Tyrel Williams, Hal Sparks",2019-11-12,2011,TV-Y7,4 Seasons,"Action-Adventure, Comedy, Coming of Age",Leo discovers a secret underground lab with three experiments.,disney,Para niños mayores,6.7
s1001,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),Desconocido,No Disponible,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Anna and Elsa search for the missing Northern Lights.,disney,Para niños mayores,No se encontró información para: LEGO%20Disney%20Frozen:%20Northern%20Lights%20(Shorts)
s1002,TV Show,LEGO Star Wars: All Stars,Desconocido,"Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood",2019-11-12,2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy","Han, Chewie, Leia and more team up for new adventures!",disney,Para niños mayores,6.5
s1003,TV Show,LEGO Star Wars: All Stars (Shorts),Desconocido,"Matthew Wood, Yvette Brown, Nicolas Cantu, Carolyn Hennesy, Montse Hernandez, Vanessa Lengies",2019-11-12,2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy","Roger, the lovable battle droid, tells his story.",disney,Para niños mayores,No se encontró información para: LEGO%20Star%20Wars:%20All%20Stars%20(Shorts)
s1004,TV Show,LEGO Star Wars: Droid Tales,Desconocido,"Tom Kane, Anthony Daniels, Trevor Devall, Kirby Morrow, Sam Vincent, Michael Donovan",2019-11-12,2014,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",C-3PO recounts the great adventures of the Rebels.,disney,Para niños mayores,7.4
s1005,TV Show,LEGO Star Wars: Resistance Rises (Shorts),Desconocido,No Disponible,2019-11-12,2015,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Comedy",Follow five untold stories before the Force awakened.,disney,Para niños mayores,No se encontró información para: LEGO%20Star%20Wars:%20Resistance%20Rises%20(Shorts)
s1006,TV Show,LEGO Star Wars: The Freemaker Adventures,Desconocido,"Matt Sloan, Trevor Devall, Greg Baldwin, Michael Daingerfield, Vanessa Lengies, Grey Griffin",2019-11-12,2015,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",12-year old Rowan Freemaker discovers the Kyber Saber.,disney,Para niños mayores,7.3
s1007,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),Desconocido,No Disponible,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",The Freemakers lend a helping hand to the rebel fleet.,disney,Para niños mayores,No se encontró información para: LEGO%20Star%20Wars:%20The%20Freemaker%20Adventures%20(Shorts)
s1023,TV Show,Lizzie McGuire,Desconocido,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",2019-11-12,2000,TV-G,2 Seasons,"Comedy, Coming of Age, Kids","Lizzie McGuire has great friends, a great family and even great foes. Get inside her head.",disney,Para todas las edades / niños pequeños,N/A
s1025,TV Show,Lost Treasures of the Maya,Desconocido,Albert Lin,2019-11-12,2018,TV-PG,1 Season,"Docuseries, Historical",A high-tech treasure map rewrites the history of the ancient Maya in the Guatemalan jungle.,disney,Para niños mayores,6.6
s1033,TV Show,Marvel Comics X-Men,Desconocido,"Cedric Smith, Catherine Disher, Alyson Court, Chris Potter, George Buza, Iona Morris",2019-11-12,1992,TV-Y7,5 Seasons,"Action-Adventure, Animation, Fantasy",In the Marvel Comics universe mutants are persecuted by a hateful and fearful populous.,disney,Para niños mayores,No se encontró información para: Marvel%20Comics%20X-Men
s1034,TV Show,Marvel Rising: Initiation (Shorts),Desconocido,No Disponible,2019-11-12,2017,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Ghost-Spider is falsely accused of her friend's death.,disney,Para niños mayores,No se encontró información para: Marvel%20Rising:%20Initiation%20(Shorts)
s1054,TV Show,Marvel Ultimate Spider-Man,Desconocido,"Drake Bell, Chi McBride, Steven Weber, J.K. Simmons, Tom Kenny, Clark Gregg",2019-11-12,2011,TV-Y7,4 Seasons,"Action-Adventure, Animation, Fantasy",Spider-Man trains alongside four fellow teenage superheroes.,disney,Para niños mayores,No se encontró información para: Marvel%20Ultimate%20Spider-Man
s1055,TV Show,Marvel's Agent Carter,Desconocido,"Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham",2019-11-12,2014,TV-14,2 Seasons,"Action-Adventure, Science Fiction, Spy/Espionage","Working for SSR, Peggy would rather be in the field.",disney,Para adolescentes,No se encontró información para: Marvel's%20Agent%20Carter
s1056,TV Show,Marvel's Ant-Man (Shorts),Desconocido,No Disponible,2019-11-12,2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Ant-Man protects the world one inch at a time!,disney,Para niños mayores,No se encontró información para: Marvel's%20Ant-Man%20(Shorts)
