show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,description,plataforma,age_category,imdbRating
s4031,TV Show,Disappearance,Desconocido,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",2019-03-08,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",netflix,Para adultos,Error 401 en la búsqueda
s4033,TV Show,Immortals,Desconocido,"Kerem BÃ¼rsin, ElÃ§in Sangu, Birkan Sokullu, Selma ErgeÃ§, TÃ¼rkÃ¼ Turan, Nilperi Åahinkaya, Efecan Åenolsun, Elit Ä°Åcan",2019-03-08,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",netflix,Para adultos,Error 401 en la búsqueda
s4036,TV Show,The Confrontation,Desconocido,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",2019-03-08,2018,TV-PG,1 Season,"International TV Shows, TV Dramas","A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him.",netflix,Para niños mayores,Error 401 en la búsqueda
s4043,TV Show,American Crime Story: The People v. O.J. Simpson,Desconocido,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",2019-03-06,2016,TV-MA,1 Season,"Crime TV Shows, TV Dramas","This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree.",netflix,Para adultos,Error 401 en la búsqueda
s4044,TV Show,Secret City,Desconocido,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",2019-03-06,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.,netflix,Para adultos,Error 401 en la búsqueda
s4045,TV Show,A Korean Odyssey,Desconocido,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",2019-03-05,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,netflix,Para adultos,Error 401 en la búsqueda
s4055,TV Show,Cricket Fever: Mumbai Indians,Desconocido,No Disponible,2019-03-01,2019,TV-MA,1 Season,"Docuseries, International TV Shows",Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,netflix,Para adultos,Error 401 en la búsqueda
s4056,TV Show,Larva Island,Desconocido,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder",2019-03-01,2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies","Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",netflix,Para niños mayores,Error 401 en la búsqueda
s4057,TV Show,Losers,Desconocido,No Disponible,2019-03-01,2019,TV-MA,1 Season,Docuseries,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",netflix,Para adultos,Error 401 en la búsqueda
s4058,TV Show,Northern Rescue,Desconocido,"William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska",2019-03-01,2019,TV-14,1 Season,TV Dramas,"After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay.",netflix,Para adolescentes,Error 401 en la búsqueda
s4064,TV Show,The Disastrous Life of Saiki K.,Desconocido,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa",2019-03-01,2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows","High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.",netflix,Para adolescentes,Error 401 en la búsqueda
s4080,TV Show,Unsolved,Desconocido,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",2019-02-27,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.,netflix,Para adultos,Error 401 en la búsqueda
s4085,TV Show,Chef's Table,Desconocido,No Disponible,2019-02-22,2019,TV-MA,6 Seasons,"Docuseries, Reality TV","In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",netflix,Para adultos,Error 401 en la búsqueda
s4090,TV Show,The Big Family Cooking Showdown,Desconocido,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",2019-02-22,2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",netflix,Para niños mayores,Error 401 en la búsqueda
s4091,TV Show,Z4,Desconocido,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner SchÃ¼nemann, Manu Gavassi, Angela Dippe, Negra Li, PatrÃ­cia de Sabrit, CÃ©sar Pezzuoli, Carol Loback, Marina BrandÃ£o",2019-02-22,2018,TV-PG,2 Seasons,Kids' TV,Fading music biz veteran ZÃ© realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.,netflix,Para niños mayores,Error 401 en la búsqueda
s4105,TV Show,HjÃ¸rdis,Lars Kaalund,"Lise Baastrup, Martin Brygmann, Ellen HillingsÃ¸, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William RÃ¼tzou, Marius Due, Robert Hansen",2019-02-15,2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","This miniseries spinoff of ""Rita"" follows teacher HjÃ¸rdis as she plans a school play on bullying featuring a cast of socially awkward students.",netflix,Para adultos,Error 401 en la búsqueda
s4106,TV Show,Larry Charles' Dangerous World of Comedy,Desconocido,Larry Charles,2019-02-15,2019,TV-MA,1 Season,"Docuseries, TV Comedies","Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",netflix,Para adultos,Error 401 en la búsqueda
s4110,TV Show,The 43,Desconocido,Paco Ignacio Taibo II,2019-02-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,netflix,Para adultos,Error 401 en la búsqueda
s4112,TV Show,The Kirlian Frequency,Desconocido,"NicolÃ¡s Van de Moortele, Letizia Denise Bloisi, MarÃ­a DuplÃ¡a, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso",2019-02-15,2017,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror","In the midnight hour, a lone DJ broadcasts the strangest â and scariest â tales from the outer edges of Kirlian, a lost city somewhere in Argentina.",netflix,Para adolescentes,Error 401 en la búsqueda
s4115,TV Show,Barbie Dreamhouse Adventures,Desconocido,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan",2019-02-14,2018,TV-Y,3 Seasons,Kids' TV,Get to know Barbie and her BFFs â including next-door neighbor Ken â in this animated vlog of adventures filmed inside her family's new dreamhouse.,netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s4117,TV Show,Velvet ColecciÃ³n,Desconocido,"Marta Hazas, Asier EtxeandÃ­a, AdriÃ¡n Lastra, Diego MartÃ­n, Fernando Guallar, LlorenÃ§ GonzÃ¡lez, Megan Montaner, MÃ³nica Cruz, Marta TornÃ©, Andrea Duro, Aitana SÃ¡nchez-GijÃ³n, Adriana Ozores, Imanol Arias",2019-02-14,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In the late '60s, fashion designer Ana enlists friends Clara, Pedro and RaÃºl to open a store and design school in Barcelona in this ""Velvet"" spinoff.",netflix,Para adolescentes,Error 401 en la búsqueda
s4119,TV Show,Iron Ladies,Desconocido,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",2019-02-09,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all â except when it comes to love and romantic chemistry.,netflix,Para adolescentes,Error 401 en la búsqueda
s4120,TV Show,The Break,Desconocido,"Yoann Blanc, Guillaume Kerbush, Anne Coesens, Jasmina Douieb, Tom Audenaert, Sam Louwyck, Catherine SalÃ©e, Jean-Henri CompÃ¨re",2019-02-09,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets.",netflix,Para adultos,Error 401 en la búsqueda
s4123,TV Show,One Day at a Time,Desconocido,"Justina Machado, Rita Moreno, Todd Grinnell, Isabella Gomez, Marcel Ruiz, Stephen Tobolowsky",2019-02-08,2019,TV-PG,3 Seasons,TV Comedies,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",netflix,Para niños mayores,Error 401 en la búsqueda
s4126,TV Show,The Last of the Schmucks,Desconocido,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny",2019-02-07,2017,TV-MA,1 Season,"International TV Shows, TV Comedies","The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.",netflix,Para adultos,Error 401 en la búsqueda
s4127,TV Show,Hidden Worlds,Desconocido,"Adel Imam, Salah Abdallah, Hiba Majdi, Bushra, Fathy Abdel Wehab, Rania Farid Shawki, Ahmad Wafiq",2019-02-05,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating an actressâs supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.",netflix,Para adolescentes,Error 401 en la búsqueda
s4128,TV Show,Live,Desconocido,"Jung Yu-mi, Lee Kwang-soo, Bae Seong-woo, Bae Jong-ok, Sung Dong-il",2019-02-05,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace â but the reality is far from orderly.,netflix,Para adultos,Error 401 en la búsqueda
s4130,TV Show,Safe,Desconocido,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay",2019-02-05,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",netflix,Para adultos,Error 401 en la búsqueda
s4131,TV Show,Tayee,Desconocido,"Amr Youssef, Amr Abdel Guelil, Saba Mubarak",2019-02-05,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.,netflix,Para adultos,Error 401 en la búsqueda
s4132,TV Show,Violet Evergarden,Desconocido,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu",2019-02-05,2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past.",netflix,Para adolescentes,Error 401 en la búsqueda
s4133,TV Show,Romance is a bonus book,Desconocido,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",2019-02-03,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,netflix,Para adolescentes,Error 401 en la búsqueda
s4142,TV Show,Littlest Pet Shop: A World of Our Own,Desconocido,"Rhona Rees, Ingrid Nilson, Diana Kaarina, Travis Turner, Lili Beaudoin, Kyle Rideout, Vincent Tong, Alessandro Juliani, Ian Hanlin, Brittney Wilson, Bethany Brown, Tabitha St. Germain",2019-02-01,2018,TV-Y7,2 Seasons,Kids' TV,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves.",netflix,Para niños mayores,Error 401 en la búsqueda
s4143,TV Show,Russian Doll,Desconocido,"Natasha Lyonne, Charlie Barnett, Yul Vazquez, Elizabeth Ashley, Dascha Polanco, Jeremy Bobb, Greta Lee, Rebecca Henderson, Brendan Sexton III, ChloÃ« Sevigny, Brooke Timber",2019-02-01,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop â and staring down the barrel of her own mortality.,netflix,Para adultos,Error 401 en la búsqueda
s4144,TV Show,Sparta,Desconocido,"Alexander Petrov, Artyom Tkachenko, Valeria Shkirando, Marina Kaletskaya, Alisa Lozovskaya, Olga Sutulova, Fillip Gorenshtein, Olga Vinichenko, Petar Zakavitsa, Yan Gakharmanov",2019-02-01,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game.",netflix,Para adultos,Error 401 en la búsqueda
s4145,TV Show,Sword Art Online Alternative: Gun Gale Online,Desconocido,"Tomori Kusunoki, Yoko Hikasa, Kazuyuki Okitsu, Chinatsu Akasaki",2019-02-01,2018,TV-MA,1 Season,"Anime Series, International TV Shows",College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.,netflix,Para adultos,Error 401 en la búsqueda
s4150,TV Show,Paprika,Desconocido,"Kaycie Chase, David Gasman, Tom Morton, Lee Delong, Barbara Weber-Scaff",2019-01-31,2018,TV-Y,1 Season,Kids' TV,Stan and Olivia â the amazingly different Paprika twins â use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s4163,TV Show,A Taiwanese Tale of Two Cities,Desconocido,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",2019-01-27,2018,TV-MA,1 Season,"International TV Shows, TV Dramas","A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",netflix,Para adultos,Error 401 en la búsqueda
s4164,TV Show,Z Nation,Desconocido,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",2019-01-27,2018,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror","A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",netflix,Para adultos,Error 401 en la búsqueda
s4167,TV Show,Black Earth Rising,Desconocido,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie",2019-01-25,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases.",netflix,Para adultos,Error 401 en la búsqueda
s4168,TV Show,Club of Crows,Desconocido,"Luis Gerardo MÃ©ndez, Mariana TreviÃ±o, Stephanie Cayo, Daniel GimÃ©nez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, JoaquÃ­n Ferreira, Said Sandoval, AndrÃ©s Pardave, SofÃ­a NiÃ±o de Rivera, Eileen YaÃ±ez, Gutemberg Brito, Claudia Vega, VerÃ³nica TerÃ¡n, JesÃºs Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis RÃ¡bago, Guillermo Dorantes, Richie Mestre, SofÃ­a Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela Ãlvarez",2019-01-25,2019,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of âNosotros los Nobles.â,netflix,Para adultos,Error 401 en la búsqueda
s4169,TV Show,Examination of Conscience,Desconocido,No Disponible,2019-01-25,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.",netflix,Para adultos,Error 401 en la búsqueda
s4172,TV Show,The Perfect Match,Desconocido,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",2019-01-25,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.",netflix,Para adolescentes,Error 401 en la búsqueda
s4173,TV Show,Conversations with a Killer: The Ted Bundy Tapes,Desconocido,No Disponible,2019-01-24,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy.",netflix,Para adultos,Error 401 en la búsqueda
s4175,TV Show,Innocent,Seren YÃ¼ce,"Ali Atay, Haluk Bilginer, Nur SÃ¼rer, Okan YalabÄ±k, TÃ¼lin Ãzen, Serkan Keskin, Bartu KÃ¼Ã§Ã¼kÃ§aÄlayan, Irem Altug, Mehmet ÃzgÃ¼r, Merve Ates, Defne Halman, Cem Zeynel KiliÃ§, Esra Kizildogan",2019-01-23,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",netflix,Para adultos,Error 401 en la búsqueda
s4179,TV Show,Marvel's The Punisher,Desconocido,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze",2019-01-18,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,netflix,Para adultos,Error 401 en la búsqueda
s4180,TV Show,Memory Love,Desconocido,"Andy Chen, Mandy Wei, Jolin Chien, Mandy Tao, Kris Shen, Nylon Chen",2019-01-18,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Losing her memory â and her boyfriend â after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past.",netflix,Para adolescentes,Error 401 en la búsqueda
s4184,TV Show,The World's Most Extraordinary Homes,Desconocido,"Piers Taylor, Caroline Quentin",2019-01-18,2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.,netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s4185,TV Show,Trigger Warning with Killer Mike,Desconocido,Killer Mike,2019-01-18,2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows","In this funny and provocative series, rapper and activist Killer Mike puts his revolutionary ideas about achieving social change into action.",netflix,Para adultos,Error 401 en la búsqueda
s4190,TV Show,Lavender,Desconocido,"Ambrose Hsu, Tammy Chen, Wang Jian Long, Lin Wei Jun, Hsia Ching Ting, Lin Heng Yi",2019-01-15,2002,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Before one of them moves to the U.S., two childhood friends promise to reunite as adults. But illness and the vagaries of the heart stand in the way.",netflix,Para adolescentes,Error 401 en la búsqueda
s4197,TV Show,La Grande ChaumiÃ¨re Violette,Desconocido,"Eli Shi, Alice Ko, Jen-Shuo Cheng, Chiung-Hsuan Hsieh, Herb Hsu, Bryant Lee, Hsiu-Ling Lin, Ma Ju-lung, Ching-kuan Wang",2019-01-14,2016,TV-14,1 Season,"International TV Shows, TV Dramas","Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter â and a doomed romance.",netflix,Para adolescentes,Error 401 en la búsqueda
s4200,TV Show,Back with the Ex,Desconocido,No Disponible,2019-01-11,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",New beginnings or old baggage? Four singles have one chance to reignite romance with an ex â or leave the past behind for good.,netflix,Para adultos,Error 401 en la búsqueda
s4201,TV Show,Friends from College,Desconocido,"Keegan-Michael Key, Cobie Smulders, Billy Eichner, Fred Savage, Nat Faxon, Annie Parisse, Jae Suh Park",2019-01-11,2019,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",netflix,Para adultos,Error 401 en la búsqueda
s4202,TV Show,Hardy Bucks,Desconocido,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller",2019-01-11,2018,TV-MA,4 Seasons,TV Comedies,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo.",netflix,Para adultos,Error 401 en la búsqueda
s4203,TV Show,Horrid Henry,Desconocido,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt",2019-01-11,2019,TV-Y7,2 Seasons,"British TV Shows, Kids' TV, TV Comedies","To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool.",netflix,Para niños mayores,Error 401 en la búsqueda
s4207,TV Show,Pocoyo,Desconocido,"Stephen Fry, Alex Marty",2019-01-10,2017,TV-Y,4 Seasons,"Kids' TV, Spanish-Language TV Shows",Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.,netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s4208,TV Show,When Heroes Fly,Desconocido,"Tomer Kapon, Ninet Tayeb, Michael Aloni, Nadav Nates, Moshe Ashkenazi, Vanessa Chaplot, Yael Sharoni, Gil Frank, Oded Fehr, Dan Mor",2019-01-10,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead.",netflix,Para adultos,Error 401 en la búsqueda
s4216,TV Show,See You in Time,Desconocido,"Hans Chung, Mini Tsai, Albee Huang, David Chiu, Johnny Yang, Kuan Lin, Ray Yang, Liu Yu Shan",2019-01-04,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A series of mysterious text messages from the future sends ripples through the lives of a delivery woman and an accomplished cyclist.,netflix,Para adolescentes,Error 401 en la búsqueda
s4217,TV Show,DÃ©jÃ  Vu,Desconocido,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",2019-01-02,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her â but at a great price.",netflix,Para adolescentes,Error 401 en la búsqueda
s4219,TV Show,A Series of Unfortunate Events,Desconocido,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, Joan Cusack, Aasif Mandvi",2019-01-01,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies","The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets.",netflix,Para niños mayores,Error 401 en la búsqueda
s4221,TV Show,COMEDIANS of the world,Desconocido,"Neal Brennan, Chris D'Elia, Nicole Byer, Nick Swardson, DeAnne Smith, Ivan Decker, Dave Merheje, K. Trevor Wilson, Joel Dommett, Mae Martin, Nish Kumar, Ellie Taylor, Urzila Carlson, Joel Creasey, Nazeem Hussain, Cal Wilson, Riaad Moosa, Tumi Morake, Loyiso Gola, Loyiso Madinga, Atul Khatri, Aditi Mittal, Amit Tandon, Franco Escamilla, Hugo El Cojo Feliz, Gaby Llanas, Enissa Amani, Ilka Bessin, Kaya Yanar, Thiago Ventura, Mhel Merrer, Afonso Padilha, Shirley Souagnon, Jason Brokerss, Tania Dutel, Donel Jack'sman, Ibraheem Alkhairallah, Rawsan Hallak, Adi Khalefa, Moayad Alnefaie, Louis-JosÃ© Houde, FranÃ§ois Bellefeuille, Katherine Levac, Adib Alkhalidey, Martijn Koning, Soundos El Ahmadi, Rayen Panday",2019-01-01,2019,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.,netflix,Para adultos,Error 401 en la búsqueda
s4227,TV Show,The Paper,Desconocido,"Branka KatiÄ, Trpimir Jurkic, Aleksandar CvetkoviÄ, Zijad GraÄiÄ, Olga PakaloviÄ, Goran Markovic, Edita KaraÄole, Zdenko Jelcic, Tihana Lazovic, Mijo JuriÅ¡iÄ, Dajana Äuljak, Alen LiveriÄ, Anja MatkoviÄ, Dragan Despot",2019-01-01,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A construction magnate takes over a struggling newspaper and attempts to wield editorial influence for power and personal gain.,netflix,Para adultos,Error 401 en la búsqueda
s4228,TV Show,Tidying Up with Marie Kondo,Desconocido,Marie Kondo,2019-01-01,2019,TV-PG,1 Season,Reality TV,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter â and choose joy.",netflix,Para niños mayores,Error 401 en la búsqueda
s4251,TV Show,Pioneers: First Women Filmmakers*,Desconocido,No Disponible,2018-12-30,1925,TV-14,1 Season,TV Shows,"This collection restores films from women who tackled hot-button issues, transcended norms, and left a mark on the history of cinema and the industry.",netflix,Para adolescentes,Error 401 en la búsqueda
s4252,TV Show,In Family We Trust,Desconocido,"Songsit Roongnophakunsri, Saksit Tangtong, Kathaleeya McIntosh, Sopitnapa Choompanee, Apasiri Nitibhon, Phollawat Manuprasert, Nappon Gomarachun, Patravadi Mejudhon, Kejmanee Wattanasin, Supoj Chancharoen, Pimmara Charoenpakdee, Thanapob Leeratanakajorn, Kritsanapoom Pibulsonggram, Teeradon Supapunpinyo, Kongyingyong Chonlathorn, Lapat Ngamchaweng, Sivakorn Adulsuttikul, Paris Intarakomalyasut, Jackrin Kungwankiatichai, Vachirawich Aranthanawong, Sawanya Paisarnpayak, Kanyawee Songmuang, Pitisak Yaowananon, Chavalit Chittanant, Thaneth Warakulnukroh",2018-12-29,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When the head of the lucrative family business passes away, his will leaves the clan at extreme odds.",netflix,Para adultos,Error 401 en la búsqueda
s4255,TV Show,Hashoter Hatov,Desconocido,"Moshe Ivgy, Guy Loel, Yuval Semo, Yigal Adika, Avi Shnaidman, Vered Feldman, Liora Rivlin",2018-12-28,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",An honest â though overzealous â police officer strives to do good work while dealing with his bickering parents and incompetent coworkers.,netflix,Para adultos,Error 401 en la búsqueda
